timestamp,price
2026-09-22T21:05:08+00:00,1.10033000
2026-09-22T21:06:08+00:00,1.09999990
2026-09-22T21:07:08+00:00,1.10032990
2026-09-22T21:08:08+00:00,1.10066000
2026-09-22T21:09:08+00:00,1.10032980
2026-09-22T21:10:08+00:00,1.10099000
2026-09-22T21:11:08+00:00,1.10165059
2026-09-22T21:12:08+00:00,1.10132009
2026-09-22T21:13:08+00:00,1.10065930
2026-09-22T21:14:08+00:00,1.09999890
2026-09-22T21:15:08+00:00,1.09966890
2026-09-22T21:16:08+00:00,1.09900910
2026-09-22T21:17:08+00:00,1.09966851
2026-09-22T21:18:08+00:00,1.09900871
2026-09-22T21:19:08+00:00,1.09834930
2026-09-22T21:20:08+00:00,1.09867880
2026-09-22T21:21:08+00:00,1.09834920
2026-09-22T21:22:08+00:00,1.09769019
2026-09-22T21:23:08+00:00,1.09801950
2026-09-22T21:24:08+00:00,1.09834891
2026-09-22T21:25:08+00:00,1.09768990
2026-09-22T21:26:08+00:00,1.09736059
2026-09-22T21:27:08+00:00,1.09801901
2026-09-22T21:28:08+00:00,1.09834842
2026-09-22T21:29:08+00:00,1.09900743
2026-09-22T21:30:08+00:00,1.09867773
2026-09-22T21:31:08+00:00,1.09900733
2026-09-22T21:32:08+00:00,1.09834793
2026-09-22T21:33:08+00:00,1.09867743
2026-09-22T21:34:08+00:00,1.09900703
2026-09-22T21:35:08+00:00,1.09834763
2026-09-22T21:36:08+00:00,1.09867713
2026-09-22T21:37:08+00:00,1.09834753
2026-09-22T21:38:08+00:00,1.09801803
2026-09-22T21:39:08+00:00,1.09867684
2026-09-22T21:40:08+00:00,1.09933605
2026-09-22T21:41:08+00:00,1.09867645
2026-09-22T21:42:08+00:00,1.09933566
2026-09-22T21:43:08+00:00,1.09900586
2026-09-22T21:44:08+00:00,1.09867616
2026-09-22T21:45:08+00:00,1.09900576
2026-09-22T21:46:08+00:00,1.09867606
2026-09-22T21:47:08+00:00,1.09933527
2026-09-22T21:48:08+00:00,1.09900547
2026-09-22T21:49:08+00:00,1.09834607
2026-09-22T21:50:08+00:00,1.09801657
2026-09-22T21:51:08+00:00,1.09735776
2026-09-22T21:52:08+00:00,1.09801617
2026-09-22T21:53:08+00:00,1.09834557
2026-09-22T21:54:08+00:00,1.09867507
2026-09-22T21:55:08+00:00,1.09801586
2026-09-22T21:56:08+00:00,1.09834526
2026-09-22T21:57:08+00:00,1.09867476
2026-09-22T21:58:08+00:00,1.09834516
2026-09-22T21:59:08+00:00,1.09768615
2026-09-22T22:00:08+00:00,1.09834476
2026-09-22T22:01:08+00:00,1.09768575
2026-09-22T22:02:08+00:00,1.09801506
2026-09-22T22:03:08+00:00,1.09867387
2026-09-22T22:04:08+00:00,1.09933307
2026-09-22T22:05:08+00:00,1.09867347
2026-09-22T22:06:08+00:00,1.09801427
2026-09-22T22:07:08+00:00,1.09735546
2026-09-22T22:08:08+00:00,1.09669705
2026-09-22T22:09:08+00:00,1.09603903
2026-09-22T22:10:08+00:00,1.09636784
2026-09-22T22:11:08+00:00,1.09669675
2026-09-22T22:12:08+00:00,1.09603873
2026-09-22T22:13:08+00:00,1.09669635
2026-09-22T22:14:08+00:00,1.09735437
2026-09-22T22:15:08+00:00,1.09768358
2026-09-22T22:16:08+00:00,1.09834219
2026-09-22T22:17:08+00:00,1.09768318
2026-09-22T22:18:08+00:00,1.09801248
2026-09-22T22:19:08+00:00,1.09768308
2026-09-22T22:20:08+00:00,1.09834169
2026-09-22T22:21:08+00:00,1.09867119
2026-09-22T22:22:08+00:00,1.09834159
2026-09-22T22:23:08+00:00,1.09900059
2026-09-22T22:24:08+00:00,1.09933029
2026-09-22T22:25:08+00:00,1.09867069
2026-09-22T22:26:08+00:00,1.09900029
2026-09-22T22:27:08+00:00,1.09834089
2026-09-22T22:28:08+00:00,1.09768189
2026-09-22T22:29:08+00:00,1.09834050
2026-09-22T22:30:08+00:00,1.09867000
2026-09-22T22:31:08+00:00,1.09801080
2026-09-22T22:32:08+00:00,1.09768140
2026-09-22T22:33:08+00:00,1.09735210
2026-09-22T22:34:08+00:00,1.09801051
2026-09-22T22:35:08+00:00,1.09735170
2026-09-22T22:36:08+00:00,1.09669329
2026-09-22T22:37:08+00:00,1.09702230
2026-09-22T22:38:08+00:00,1.09735141
2026-09-22T22:39:08+00:00,1.09669300
2026-09-22T22:40:08+00:00,1.09735102
2026-09-22T22:41:08+00:00,1.09669261
2026-09-22T22:42:08+00:00,1.09702162
2026-09-22T22:43:08+00:00,1.09767983
2026-09-22T22:44:08+00:00,1.09800913
2026-09-22T22:45:08+00:00,1.09767973
2026-09-22T22:46:08+00:00,1.09735043
2026-09-22T22:47:08+00:00,1.09767964
2026-09-22T22:48:08+00:00,1.09702103
2026-09-22T22:49:08+00:00,1.09669192
2026-09-22T22:50:08+00:00,1.09734994
2026-09-22T22:51:08+00:00,1.09702074
2026-09-22T22:52:08+00:00,1.09669163
2026-09-22T22:53:08+00:00,1.09702064
2026-09-22T22:54:08+00:00,1.09767885
2026-09-22T22:55:08+00:00,1.09702024
2026-09-22T22:56:08+00:00,1.09636203
2026-09-22T22:57:08+00:00,1.09701985
2026-09-22T22:58:08+00:00,1.09669074
2026-09-22T22:59:08+00:00,1.09603273
2026-09-22T23:00:08+00:00,1.09570392
2026-09-22T23:01:08+00:00,1.09537521
2026-09-22T23:02:08+00:00,1.09471798
2026-09-22T23:03:08+00:00,1.09504640
2026-09-22T23:04:08+00:00,1.09471789
2026-09-22T23:05:08+00:00,1.09537472
2026-09-22T23:06:08+00:00,1.09603194
2026-09-22T23:07:08+00:00,1.09668956
2026-09-22T23:08:08+00:00,1.09701857
2026-09-22T23:09:08+00:00,1.09636036
2026-09-22T23:10:08+00:00,1.09603145
2026-09-22T23:11:08+00:00,1.09537383
2026-09-22T23:12:08+00:00,1.09471661
2026-09-22T23:13:08+00:00,1.09537344
2026-09-22T23:14:08+00:00,1.09570205
2026-09-22T23:15:08+00:00,1.09603076
2026-09-22T23:16:08+00:00,1.09537314
2026-09-22T23:17:08+00:00,1.09504453
2026-09-22T23:18:08+00:00,1.09471602
2026-09-22T23:19:08+00:00,1.09405919
2026-09-22T23:20:08+00:00,1.09373097
2026-09-22T23:21:08+00:00,1.09405909
2026-09-22T23:22:08+00:00,1.09340265
2026-09-22T23:23:08+00:00,1.09373067
2026-09-22T23:24:08+00:00,1.09307443
2026-09-22T23:25:08+00:00,1.09373027
2026-09-22T23:26:08+00:00,1.09405839
2026-09-22T23:27:08+00:00,1.09471483
2026-09-22T23:28:08+00:00,1.09405800
2026-09-22T23:29:08+00:00,1.09438622
2026-09-22T23:30:08+00:00,1.09405790
2026-09-22T23:31:08+00:00,1.09438612
2026-09-22T23:32:08+00:00,1.09471444
2026-09-22T23:33:08+00:00,1.09504285
2026-09-22T23:34:08+00:00,1.09471434
2026-09-22T23:35:08+00:00,1.09504275
2026-09-22T23:36:08+00:00,1.09471424
2026-09-22T23:37:08+00:00,1.09537107
2026-09-22T23:38:08+00:00,1.09569968
2026-09-22T23:39:08+00:00,1.09635710
2026-09-22T23:40:08+00:00,1.09569929
2026-09-22T23:41:08+00:00,1.09602800
2026-09-22T23:42:08+00:00,1.09668562
2026-09-22T23:43:08+00:00,1.09635661
2026-09-22T23:44:08+00:00,1.09602770
2026-09-22T23:45:08+00:00,1.09635651
2026-09-22T23:46:08+00:00,1.09701432
2026-09-22T23:47:08+00:00,1.09734342
2026-09-22T23:48:08+00:00,1.09668501
2026-09-22T23:49:08+00:00,1.09701402
